Page,OriginalDate,DaysSinceStart,Prompt
8635,2013-09-24,1624,[A6A6I2] ====>
8636,2013-09-24,1624,[A6A6I2] ====>
8637,2013-09-24,1624,[A6A6I2] ====>
8638,2013-09-25,1625,[A6A6I2] ====>
8639,2013-09-25,1625,[A6A6I2] ====>
8640,2013-09-28,1628,[A6A6I2] ====>
8641,2013-09-28,1628,[A6A6I2] ====>
8642,2013-09-28,1628,[A6A6I2] ====>
8643,2013-09-28,1628,[A6A6I2] ====>
8644,2013-09-28,1628,[A6A6I2] ====>
8645,2013-09-28,1628,[A6A6I2] ====>
8646,2013-09-28,1628,[A6A6I2] ====>
8647,2013-10-01,1631,[A6A6I2] ====>
8648,2013-10-01,1631,[A6A6I2] ====>
8649,2013-10-01,1631,[A6A6I2] ====>
8650,2013-10-03,1633,[A6A6I2] ====>
8651,2013-10-03,1633,[A6A6I2] ====>
8652,2013-10-03,1633,[A6A6I2] ====>
8653,2013-10-03,1633,[A6A6I2] ====>
8654,2013-10-03,1633,[A6A6I2] ====>
8655,2013-10-03,1633,[A6A6I2] ====>
8656,2013-10-04,1634,[A6A6I2] ====>
8657,2013-10-04,1634,[A6A6I2] ====>
8658,2013-10-04,1634,[A6A6I2] ====>
8659,2013-10-04,1634,[A6A6I2] ====>
8660,2013-10-04,1634,[A6A6I2] ====>
8661,2013-10-04,1634,[A6A6I2] ====>
8662,2013-10-04,1634,[A6A6I2] ====>
8663,2013-10-04,1634,[A6A6I2] ====>
8664,2013-10-04,1634,[A6A6I2] ====>
8665,2013-10-04,1634,[A6A6I2] ====>
8666,2013-10-04,1634,[A6A6I2] ====>
8667,2013-10-04,1634,[A6A6I2] ====>
8668,2013-10-04,1634,[A6A6I2] ====>
8669,2013-10-07,1637,[A6A6I2] ====>
8670,2013-10-07,1637,[A6A6I2] ====>
8671,2013-10-07,1637,[A6A6I2] ====>
8672,2013-10-07,1637,[A6A6I2] ====>
8673,2013-10-07,1637,[A6A6I2] ====>
8674,2013-10-07,1637,[A6A6I2] ====>
8675,2013-10-07,1637,[A6A6I2] ====>
8676,2013-10-07,1637,[A6A6I2] ====>
8677,2013-10-07,1637,[A6A6I2] ====>
8678,2013-10-07,1637,[A6A6I2] ====>
8679,2013-10-07,1637,[A6A6I2] ====>
8680,2013-10-07,1637,[A6A6I2] ====>
8681,2013-10-07,1637,[A6A6I2] ====>
8682,2013-10-07,1637,[A6A6I2] ====>
8683,2013-10-07,1637,[A6A6I2] ====>
8684,2013-10-07,1637,[A6A6I2] ====>
8685,2013-10-07,1637,[A6A6I2] ====>
8686,2013-10-07,1637,[A6A6I2] ====>
8687,2013-10-07,1637,[A6A6I2] ====>
8688,2013-10-07,1637,[A6A6I2] ====>
8689,2013-10-07,1637,[A6A6I2] ====>
8690,2013-10-07,1637,[A6A6I2] ====>
8691,2013-10-07,1637,[A6A6I2] ====>
8692,2013-10-07,1637,[A6A6I2] ====>
8693,2013-10-07,1637,[A6A6I2] ====>
8694,2013-10-07,1637,[A6A6I2] ====>
8695,2013-10-11,1641,[A6A6I2] ====>
8696,2013-10-11,1641,[A6A6I2] ====>
8697,2013-10-11,1641,[A6A6I2] ====>
8698,2013-10-11,1641,[A6A6I2] ====>
8699,2013-10-11,1641,[A6A6I2] ====>
8700,2013-10-11,1641,[A6A6I2] ====>
8701,2013-10-11,1641,[A6A6I2] ====>
8702,2013-10-11,1641,[A6A6I2] ====>
8703,2013-10-11,1641,[A6A6I2] ====>
8704,2013-10-11,1641,[A6A6I2] ====>
8705,2013-10-11,1641,[A6A6I2] ====>
8706,2013-10-11,1641,[A6A6I2] ====>
8707,2013-10-11,1641,[A6A6I2] ====>
8708,2013-10-11,1641,[A6A6I2] ====>
8709,2013-10-11,1641,[A6A6I2] ====>
8710,2013-10-11,1641,[A6A6I2] ====>
8711,2013-10-11,1641,[A6A6I2] ====>
8712,2013-10-11,1641,[A6A6I2] ====>
8713,2013-10-11,1641,[A6A6I2] ====>
8714,2013-10-11,1641,[A6A6I2] ====>
8715,2013-10-11,1641,[A6A6I2] ====>
8716,2013-10-11,1641,[A6A6I2] ====>
8717,2013-10-11,1641,[A6A6I2] ====>
8718,2013-10-11,1641,[A6A6I2] ====>
8719,2013-10-11,1641,[A6A6I2] ====>
8720,2013-10-11,1641,[A6A6I2] ====>
8721,2013-10-11,1641,[A6A6I2] ====>
8722,2013-10-11,1641,[A6A6I2] ====>
8723,2013-10-16,1646,[A6A6I2] ====>
8724,2013-10-16,1646,[A6A6I2] ====>
8725,2013-10-16,1646,[A6A6I2] ====>
8726,2013-10-16,1646,[A6A6I2] ====>
8727,2013-10-16,1646,[A6A6I2] ====>
8728,2013-10-16,1646,[A6A6I2] ====>
8729,2013-10-16,1646,[A6A6I2] ====>
8730,2013-10-16,1646,[A6A6I2] ====>
8731,2013-10-16,1646,[A6A6I2] ====>
8732,2013-10-16,1646,[A6A6I2] ====>
8733,2013-10-16,1646,[A6A6I2] ====>
8734,2013-10-16,1646,[A6A6I2] ====>
8735,2013-10-16,1646,[A6A6I2] ====>
8736,2013-10-16,1646,[A6A6I2] ====>
8737,2013-10-16,1646,[A6A6I2] ====>
8738,2013-10-16,1646,[A6A6I2] ====>
8739,2013-10-16,1646,[A6A6I2] ====>
8740,2013-10-16,1646,[A6A6I2] ====>
8741,2013-10-16,1646,[A6A6I2] ====>
8742,2013-10-16,1646,[A6A6I2] ====>
8743,2013-10-16,1646,[A6A6I2] ====>
8744,2013-10-16,1646,[A6A6I2] ====>
8745,2013-10-16,1646,[A6A6I2] ====>
8746,2013-10-16,1646,[A6A6I2] ====>
8747,2013-10-16,1646,[A6A6I2] ====>
8748,2013-10-16,1646,[A6A6I2] ====>
8749,2013-10-16,1646,[A6A6I2] ====>
8750,2013-10-16,1646,[A6A6I2] ====>
8751,2013-10-16,1646,[A6A6I2] ====>
8752,2013-10-16,1646,[A6A6I2] ====>
8753,2014-10-17,2012,ACT 6 ACT 6 ACT 3
8754,2014-10-18,2013,YOUR UNIMPATIENCE HAS BEEN APPRECIATED.
8755,2014-10-18,2013,YES!!!!!!!!!!!
8756,2014-10-18,2013,HOW DID I DO SUCH A SENSATIONAL FEAT? YOU ASK.
8757,2014-10-18,2013,THIS FACT IS CALLED A *GAME CHANGER*.
8758,2014-10-18,2013,KRABKRAB. HONK FRIEND. CAPE DOUCHE.
8759,2014-10-18,2013,SMELLY HORSE MAN. OTHER GUY. BULL HORN WIMP.
8760,2014-10-18,2013,AND LEST WE FORGET. A SALTY ARRAY. OF MISCELLANEOUS BITCHES.
8761,2014-10-18,2013,OH. ALSO. THE BEFORE TROLLS. IN CASE OF EMERGENCY
8762,2014-10-18,2013,BUT THESE PORTRAITS ARE NOW A MOOT POINT.
8763,2014-10-18,2013,"BEHOLD, MY EXCLUSIVE PRIVATE GALLERY."
8764,2014-10-18,2013,"OK, THAT'S ENOUGH ADMIRATION. BACK TO OUR STORY."
8765,2014-10-18,2013,YOU MAY RECOLLECT. THAT THIS BLUSHING BISHONEN DREAM BOAT.
8766,2014-10-18,2013,OH MY. WHAT HAVE WE HERE?
8767,2014-10-18,2013,OK. I KNOW WHAT YOU'RE THINKING.
8768,2014-10-18,2013,BUT HEAR ME OUT!
8769,2014-10-18,2013,I MUST SAY. THE ARTISTIC PLOY. IS INGENIOUS.
8770,2014-10-18,2013,MAGICAL IN ITS FORBIDDENALITY.
8771,2014-10-18,2013,"OH, BUT WHAT'S THIS?"
8772,2014-10-18,2013,IT'S NONE OTHER. THAN WHAT'S HER FACE.
8773,2014-10-18,2013,7. GETTING MURDERED IN DRAWINGS.
8774,2014-10-18,2013,"WELL, WELL, WELL, WELL. WHAT HAVE WE HERE?"
8775,2014-10-18,2013,"""IDIOT GIRL NUMBER WHATEVER"" LIKES:"
8776,2014-10-18,2013,"7. NOT BEING WORTH ANYTHING. (A.K.A. ""WORTHLESS"")"
8777,2014-10-18,2013,"HERE COMES ANOTHER PRIME O.C. OF MINE, HOT OFF THE PRESS."
8778,2014-10-18,2013,AS FOLLOWS:
8779,2014-10-18,2013,IT THINK WE'VE WASTED ENOUGH TIME ON THESE NOBODIES.
8780,2014-10-18,2013,UH OH. HERE HE COMES.
8781,2014-10-18,2013,DAAAAAAAAAAAMN.
8782,2014-10-18,2013,SERIOUSLY. CAN I GET A GOD DAMN?
8783,2014-10-18,2013,"ALSO, HOW ABOUT A HAT?"
8784,2014-10-18,2013,BIG MAN: HOLLER FOR YOUR WOMAN.
8785,2014-10-18,2013,GODDESS OF MANGA: BOW DOWN.
8786,2014-10-19,2014,SOMETHING IS A MISS.
8787,2014-10-19,2014,HIS EYES ARE SUPPOSED TO FLICKER ABOUT.
8788,2014-10-19,2014,...........
8789,2014-10-19,2014,...........
8790,2014-10-19,2014,...........
8791,2014-10-19,2014,...........
8792,2014-10-19,2014,...........
8793,2014-10-19,2014,...........
8794,2014-10-19,2014,...........
8795,2014-10-19,2014,...........
8796,2014-10-19,2014,...........
8797,2014-10-19,2014,...........
8798,2014-10-19,2014,...........
8799,2014-10-19,2014,LADIES AND GENTLEMEN. WE HAVE A HATER.
8800,2014-10-19,2014,GAME OVER KID.
8801,2014-10-25,2020,[S] GAME OVER.
8802,2014-10-25,2020,ACT 6 ACT 6 INTERMISSION 3 (Already in progress)
8803,2014-10-26,2021,[A6A6I3] ====>
8804,2014-10-26,2021,[A6A6I3] ====>
8805,2014-10-26,2021,[A6A6I3] ====>
8806,2014-10-26,2021,[A6A6I3] ====>
8807,2014-10-26,2021,[A6A6I3] ====>
8808,2014-10-26,2021,[A6A6I3] ====>
8809,2014-10-26,2021,[A6A6I3] ====>
8810,2014-10-26,2021,[A6A6I3] ====>
8811,2014-10-26,2021,[A6A6I3] ====>
8812,2014-10-26,2021,[A6A6I3] ====>
8813,2014-10-26,2021,[A6A6I3] ====>
8814,2014-10-26,2021,[A6A6I3] ====>
8815,2014-10-26,2021,[A6A6I3] ====>
8816,2014-10-26,2021,[A6A6I3] ====>
8817,2014-10-26,2021,[A6A6I3] ====>
8818,2014-10-26,2021,[A6A6I3] ====>
8819,2014-10-26,2021,[A6A6I3] ====>
8820,2014-10-26,2021,[A6A6I3] ====>
8821,2014-11-02,2028,ACT 6 ACT 6 ACT 4
8822,2014-11-02,2028,...........
8823,2014-11-02,2028,THIS IS THE WORST THING THAT'S EVER HAPPENED TO ME.
8824,2014-11-02,2028,"AS SUCH, I MUST ADMIT."
8825,2014-11-02,2028,THIS IS MY NADIR.
8826,2014-11-02,2028,"I BUST MY CHERUB HUMP FOR YOU ""PEOPLE""."
8827,2014-11-02,2028,UNGRATEFULTUDE.
8828,2014-11-02,2028,I KNOW WHAT THE CRUX TO THIS HORRIBLE PROBLEM IS.
8829,2014-11-02,2028,"SURE, SOME OF THEIR LIES HAVE SOME CORRECT QUALITIES."
8830,2014-11-02,2028,MY TRUE PASSION. IS TELLING STORIES.
8831,2014-11-02,2028,I BLEED THE BLOOD.
8832,2014-11-02,2028,I SWEAT THE STUFF.
8833,2014-11-02,2028,AND I WEEP THE TEARS.
8834,2014-11-02,2028,OF A POET.
8835,2014-11-02,2028,AND LIKE ANY BEAUTIFUL ART POET.
8836,2014-11-02,2028,ADDITIONAL ANGLES.
8837,2014-11-02,2028,AND AGAIN I WILL RISE.
8838,2014-11-02,2028,AND SO I BIDE MY TIME.
8839,2014-11-02,2028,BUT THE THING IS.
8840,2014-11-02,2028,AND SO I WILL NEED YOU TO PLUNGE YOUR GRUBBY FISTS.
8841,2014-11-02,2028,THE SAVVY CASH GIVER WILL ALSO BE PLEASED TO KNOW.
8842,2014-11-02,2028,PLEASE STAND BY VERY IMPATIENTLY.
8843,2014-11-02,2028,"[S] BYE FOREVER, ALMOST."
8844,2014-11-03,2029,ACT 6 ACT 6 INTERMISSION 4
8845,2014-11-03,2029,[A6A6I4] ====>
8846,2014-11-03,2029,[A6A6I4] ====>
8847,2014-11-03,2029,[A6A6I4] ====>
8848,2014-11-03,2029,[A6A6I4] ====>
8849,2014-11-03,2029,[A6A6I4] ====>
8850,2014-11-03,2029,[A6A6I4] ====>
8851,2014-11-03,2029,[A6A6I4] ====>
8852,2014-11-03,2029,[A6A6I4] ====>
8853,2014-11-05,2031,[A6A6I4] ====>
8854,2014-11-05,2031,[A6A6I4] ====>
8855,2014-11-05,2031,[A6A6I4] ====>
8856,2014-11-05,2031,[A6A6I4] ====>
8857,2014-11-05,2031,[A6A6I4] ====>
8858,2014-11-05,2031,[A6A6I4] ====>
8859,2014-11-05,2031,[A6A6I4] ====>
8860,2014-11-05,2031,[A6A6I4] ====>
8861,2014-11-05,2031,[A6A6I4] ====>
8862,2014-11-05,2031,[A6A6I4] ====>
8863,2014-11-05,2031,[A6A6I4] ====>
8864,2014-11-05,2031,[A6A6I4] ====>
8865,2014-11-07,2033,[A6A6I4] ====>
8866,2014-11-07,2033,[A6A6I4] ====>
8867,2014-11-07,2033,[A6A6I4] ====>
8868,2014-11-07,2033,[A6A6I4] ====>
8869,2014-11-07,2033,[A6A6I4] ====>
8870,2014-11-07,2033,[A6A6I4] ====>
8871,2014-11-07,2033,[A6A6I4] ====>
8872,2014-11-07,2033,[A6A6I4] ====>
8873,2014-11-07,2033,[A6A6I4] ====>
8874,2014-11-07,2033,[A6A6I4] ====>
8875,2014-11-07,2033,[A6A6I4] ====>
8876,2014-11-07,2033,[A6A6I4] ====>
8877,2014-11-07,2033,[A6A6I4] ====>
8878,2014-11-07,2033,[A6A6I4] ====>
8879,2014-11-07,2033,[A6A6I4] ====>
8880,2014-11-07,2033,[A6A6I4] ====>
8881,2014-11-07,2033,[A6A6I4] ====>
8882,2014-11-07,2033,[A6A6I4] ====>
8883,2014-11-07,2033,[A6A6I4] ====>
8884,2014-11-10,2036,[A6A6I4] ====>
8885,2014-11-10,2036,[A6A6I4] ====>
8886,2014-11-10,2036,[A6A6I4] ====>
8887,2014-11-10,2036,[A6A6I4] ====>
8888,2014-11-10,2036,[A6A6I4] ====>
8889,2014-11-10,2036,[A6A6I4] ====>
8890,2014-11-10,2036,[A6A6I4] ====>
8891,2014-11-10,2036,[A6A6I4] ====>
8892,2014-11-10,2036,[A6A6I4] ====>
8893,2014-11-10,2036,[A6A6I4] ====>
8894,2014-11-10,2036,[A6A6I4] ====>
8895,2014-11-10,2036,[A6A6I4] ====>
8896,2014-11-10,2036,[A6A6I4] ====>
8897,2014-11-10,2036,[A6A6I4] ====>
8898,2014-11-10,2036,[A6A6I4] ====>
8899,2014-11-10,2036,[A6A6I4] ====>
8900,2014-11-10,2036,[A6A6I4] ====>
8901,2014-11-10,2036,[A6A6I4] ====>
8902,2014-11-10,2036,[A6A6I4] ====>
8903,2014-11-10,2036,[A6A6I4] ====>
8904,2014-11-10,2036,[A6A6I4] ====>
8905,2014-11-10,2036,[A6A6I4] ====>
8906,2014-11-10,2036,[A6A6I4] ====>
8907,2014-11-12,2038,[A6A6I4] ====>
8908,2014-11-12,2038,[A6A6I4] ====>
8909,2014-11-12,2038,[A6A6I4] ====>
8910,2014-11-12,2038,[A6A6I4] ====>
8911,2014-11-12,2038,[A6A6I4] ====>
8912,2014-11-12,2038,[A6A6I4] ====>
8913,2014-11-12,2038,[A6A6I4] ====>
8914,2014-11-12,2038,[A6A6I4] ====>
8915,2014-11-12,2038,[A6A6I4] ====>
8916,2014-11-12,2038,[A6A6I4] ====>
8917,2014-11-12,2038,[A6A6I4] ====>
8918,2014-11-12,2038,[A6A6I4] ====>
8919,2014-11-12,2038,[A6A6I4] ====>
8920,2014-11-12,2038,[A6A6I4] ====>
8921,2014-11-12,2038,[A6A6I4] ====>
8922,2014-11-14,2040,[A6A6I4] ====>
8923,2014-11-14,2040,[A6A6I4] ====>
8924,2014-11-14,2040,[A6A6I4] ====>
8925,2014-11-14,2040,[A6A6I4] ====>
8926,2014-11-14,2040,[A6A6I4] ====>
8927,2014-11-14,2040,[A6A6I4] ====>
8928,2014-11-14,2040,[A6A6I4] ====>
8929,2014-11-17,2043,[A6A6I4] ====>
8930,2014-11-17,2043,[A6A6I4] ====>
8931,2014-11-17,2043,[A6A6I4] ====>
8932,2014-11-17,2043,[A6A6I4] ====>
8933,2014-11-17,2043,[A6A6I4] ====>
8934,2014-11-17,2043,[A6A6I4] ====>
8935,2014-11-17,2043,[A6A6I4] ====>
8936,2014-11-17,2043,[A6A6I4] ====>
8937,2014-11-19,2045,[A6A6I4] ====>
8938,2014-11-19,2045,[A6A6I4] ====>
8939,2014-11-19,2045,[A6A6I4] ====>
8940,2014-11-19,2045,[A6A6I4] ====>
8941,2014-11-19,2045,[A6A6I4] ====>
8942,2014-11-19,2045,[A6A6I4] ====>
8943,2014-11-19,2045,[A6A6I4] ====>
8944,2014-11-19,2045,[A6A6I4] ====>
8945,2014-11-19,2045,[A6A6I4] ====>
8946,2014-11-19,2045,[A6A6I4] ====>
8947,2014-11-19,2045,[A6A6I4] ====>
8948,2014-11-19,2045,[A6A6I4] ====>
8949,2014-11-19,2045,[A6A6I4] ====>
8950,2014-11-19,2045,[A6A6I4] ====>
8951,2014-11-19,2045,[A6A6I4] ====>
8952,2014-11-19,2045,[A6A6I4] ====>
8953,2014-11-19,2045,[A6A6I4] ====>
8954,2014-11-19,2045,[A6A6I4] ====>
8955,2014-11-19,2045,[A6A6I4] ====>
8956,2014-11-19,2045,[A6A6I4] ====>
8957,2014-11-19,2045,[A6A6I4] ====>
8958,2014-11-19,2045,[A6A6I4] ====>
8959,2014-11-21,2047,[A6A6I4] ====>
8960,2014-11-21,2047,[A6A6I4] ====>
8961,2014-11-21,2047,[A6A6I4] ====>
8962,2014-11-21,2047,[A6A6I4] ====>
8963,2014-11-21,2047,[A6A6I4] ====>
8964,2014-11-21,2047,[A6A6I4] ====>
8965,2014-11-21,2047,[A6A6I4] ====>
8966,2014-11-21,2047,[A6A6I4] ====>
8967,2014-11-21,2047,[A6A6I4] ====>
8968,2014-11-21,2047,[A6A6I4] ====>
8969,2014-11-21,2047,[A6A6I4] ====>
8970,2014-11-21,2047,[A6A6I4] ====>
8971,2014-11-21,2047,[A6A6I4] ====>
8972,2014-11-21,2047,[A6A6I4] ====>
8973,2014-11-21,2047,[A6A6I4] ====>
8974,2014-11-21,2047,[A6A6I4] ====>
8975,2014-11-21,2047,[A6A6I4] ====>
8976,2014-11-21,2047,[A6A6I4] ====>
8977,2014-11-21,2047,[A6A6I4] ====>
8978,2014-11-24,2050,[A6A6I4] ====>
8979,2014-11-24,2050,[A6A6I4] ====>
8980,2014-11-24,2050,[A6A6I4] ====>
8981,2014-11-24,2050,[A6A6I4] ====>
8982,2014-11-24,2050,[A6A6I4] ====>
8983,2014-11-24,2050,[A6A6I4] ====>
8984,2014-11-24,2050,[A6A6I4] ====>
8985,2014-11-24,2050,[A6A6I4] ====>
8986,2014-11-24,2050,[S][A6A6I4] ====>
8987,2014-11-26,2052,[A6A6I4] ====>
8988,2014-11-26,2052,[A6A6I4] ====>
8989,2014-11-26,2052,[A6A6I4] ====>
8990,2014-11-26,2052,[A6A6I4] ====>
8991,2014-11-26,2052,[A6A6I4] ====>
8992,2014-11-26,2052,[A6A6I4] ====>
8993,2014-11-26,2052,[A6A6I4] ====>
8994,2014-11-26,2052,[A6A6I4] ====>
8995,2014-11-26,2052,[A6A6I4] ====>
8996,2014-11-26,2052,[A6A6I4] ====>
8997,2014-11-26,2052,[A6A6I4] ====>
8998,2014-11-28,2054,[S][A6A6I4] ====>
8999,2014-12-01,2057,[A6A6I4] ====>
9000,2014-12-01,2057,[S][A6A6I4] ====>
9001,2014-12-01,2057,[S][A6A6I4] ====>
9002,2014-12-03,2059,[A6A6I4] ====>
9003,2014-12-03,2059,[A6A6I4] ====>
9004,2014-12-03,2059,[A6A6I4] ====>
9005,2014-12-03,2059,[A6A6I4] ====>
9006,2014-12-03,2059,[A6A6I4] ====>
9007,2014-12-03,2059,[A6A6I4] ====>
9008,2014-12-03,2059,[A6A6I4] ====>
9009,2014-12-03,2059,[A6A6I4] ====>
9010,2014-12-03,2059,[A6A6I4] ====>
9011,2014-12-05,2061,[A6A6I4] ====>
9012,2014-12-05,2061,[A6A6I4] ====>
9013,2014-12-05,2061,[A6A6I4] ====>
9014,2014-12-05,2061,[A6A6I4] ====>
9015,2014-12-05,2061,[A6A6I4] ====>
9016,2014-12-05,2061,[A6A6I4] ====>
9017,2014-12-05,2061,[A6A6I4] ====>
9018,2014-12-05,2061,[A6A6I4] ====>
9019,2014-12-05,2061,[A6A6I4] ====>
9020,2014-12-05,2061,[A6A6I4] ====>
9021,2014-12-05,2061,[A6A6I4] ====>
9022,2014-12-05,2061,[A6A6I4] ====>
9023,2014-12-05,2061,[A6A6I4] ====>
9024,2014-12-05,2061,[A6A6I4] ====>
9025,2014-12-05,2061,[A6A6I4] ====>
9026,2014-12-08,2064,[A6A6I4] ====>
9027,2014-12-08,2064,[A6A6I4] ====>
9028,2014-12-08,2064,[A6A6I4] ====>
9029,2014-12-08,2064,[A6A6I4] ====>
9030,2014-12-08,2064,[A6A6I4] ====>
9031,2014-12-08,2064,[A6A6I4] ====>
9032,2014-12-08,2064,[A6A6I4] ====>
9033,2014-12-08,2064,[A6A6I4] ====>
9034,2014-12-08,2064,[A6A6I4] ====>
9035,2014-12-08,2064,[A6A6I4] ====>
9036,2014-12-08,2064,[A6A6I4] ====>
9037,2014-12-08,2064,[A6A6I4] ====>
9038,2014-12-08,2064,[A6A6I4] ====>
9039,2014-12-08,2064,[A6A6I4] ====>
9040,2014-12-08,2064,[A6A6I4] ====>
9041,2014-12-08,2064,[A6A6I4] ====>
9042,2014-12-08,2064,[A6A6I4] ====>
9043,2014-12-08,2064,[A6A6I4] ====>
9044,2014-12-08,2064,[A6A6I4] ====>
9045,2014-12-08,2064,[A6A6I4] ====>
9046,2014-12-08,2064,[A6A6I4] ====>
9047,2014-12-08,2064,[A6A6I4] ====>
9048,2014-12-08,2064,[A6A6I4] ====>
9049,2014-12-08,2064,[A6A6I4] ====>
9050,2014-12-08,2064,[A6A6I4] ====>
9051,2014-12-10,2066,[A6A6I4] ====>
9052,2014-12-10,2066,[A6A6I4] ====>
9053,2014-12-10,2066,[A6A6I4] ====>
9054,2014-12-10,2066,[A6A6I4] ====>
9055,2014-12-10,2066,[A6A6I4] ====>
9056,2014-12-10,2066,[A6A6I4] ====>
9057,2014-12-10,2066,[A6A6I4] ====>
9058,2014-12-10,2066,[???????]
9059,2014-12-10,2066,[A6A6I4] ====>
9060,2014-12-10,2066,[A6A6I4] ====>
9061,2014-12-10,2066,[A6A6I4] ====>
9062,2014-12-10,2066,[A6A6I4] ====>
9063,2014-12-12,2068,[A6A6I4] ====>
9064,2014-12-12,2068,[A6A6I4] ====>
9065,2014-12-12,2068,[A6A6I4] ====>
9066,2014-12-12,2068,[A6A6I4] ====>
9067,2014-12-12,2068,[A6A6I4] ====>
9068,2014-12-12,2068,[A6A6I4] ====>
9069,2014-12-12,2068,[A6A6I4] ====>
9070,2014-12-12,2068,[A6A6I4] ====>
9071,2014-12-15,2071,[A6A6I4] ====>
9072,2014-12-15,2071,[A6A6I4] ====>
9073,2014-12-15,2071,[A6A6I4] ====>
9074,2014-12-15,2071,[A6A6I4] ====>
9075,2014-12-15,2071,[A6A6I4] ====>
9076,2014-12-15,2071,[A6A6I4] ====>
9077,2014-12-15,2071,[A6A6I4] ====>
9078,2014-12-15,2071,[A6A6I4] ====>
9079,2014-12-15,2071,[A6A6I4] ====>
9080,2014-12-15,2071,[A6A6I4] ====>
9081,2014-12-15,2071,[A6A6I4] ====>
9082,2014-12-15,2071,[A6A6I4] ====>
9083,2014-12-15,2071,[A6A6I4] ====>
9084,2014-12-15,2071,[A6A6I4] ====>
9085,2014-12-15,2071,[A6A6I4] ====>
9086,2014-12-15,2071,[A6A6I4] ====>
9087,2014-12-15,2071,[A6A6I4] ====>
9088,2014-12-17,2073,[A6A6I4] ====>
9089,2014-12-17,2073,[A6A6I4] ====>
9090,2014-12-17,2073,[A6A6I4] ====>
9091,2014-12-17,2073,[A6A6I4] ====>
9092,2014-12-17,2073,[A6A6I4] ====>
9093,2014-12-17,2073,[A6A6I4] ====>
9094,2014-12-17,2073,[A6A6I4] ====>
9095,2014-12-17,2073,[A6A6I4] ====>
9096,2014-12-17,2073,[A6A6I4] ====>
9097,2014-12-17,2073,[A6A6I4] ====>
9098,2014-12-17,2073,[A6A6I4] ====>
9099,2014-12-17,2073,[A6A6I4] ====>
9100,2014-12-17,2073,[A6A6I4] ====>
9101,2014-12-17,2073,[A6A6I4] ====>
9102,2014-12-17,2073,[A6A6I4] ====>
9103,2014-12-17,2073,[A6A6I4] ====>
9104,2014-12-17,2073,[A6A6I4] ====>
9105,2014-12-17,2073,[A6A6I4] ====>
9106,2014-12-19,2075,[A6A6I4] ====>
9107,2014-12-19,2075,[A6A6I4] ====>
9108,2014-12-19,2075,[A6A6I4] ====>
9109,2014-12-19,2075,[???????]
9110,2014-12-19,2075,[A6A6I4] ====>
9111,2014-12-19,2075,[A6A6I4] ====>
9112,2014-12-19,2075,[A6A6I4] ====>
9113,2014-12-19,2075,[A6A6I4] ====>
9114,2014-12-19,2075,[A6A6I4] ====>
9115,2014-12-19,2075,[A6A6I4] ====>
9116,2014-12-19,2075,[A6A6I4] ====>
9117,2014-12-19,2075,[A6A6I4] ====>
9118,2014-12-19,2075,[A6A6I4] ====>
9119,2014-12-19,2075,[A6A6I4] ====>
9120,2014-12-19,2075,[A6A6I4] ====>
9121,2014-12-19,2075,[A6A6I4] ====>
9122,2014-12-19,2075,[A6A6I4] ====>
9123,2014-12-19,2075,[A6A6I4] ====>
9124,2014-12-19,2075,[A6A6I4] ====>
9125,2014-12-19,2075,[A6A6I4] ====>
9126,2014-12-22,2078,[A6A6I4] ====>
9127,2014-12-22,2078,[A6A6I4] ====>
9128,2014-12-22,2078,[A6A6I4] ====>
9129,2014-12-22,2078,[A6A6I4] ====>
9130,2014-12-22,2078,[A6A6I4] ====>
9131,2014-12-24,2080,[A6A6I4] ====>
9132,2014-12-24,2080,[A6A6I4] ====>
9133,2014-12-24,2080,[A6A6I4] ====>
9134,2014-12-24,2080,[A6A6I4] ====>
9135,2014-12-24,2080,[???????]
9136,2014-12-24,2080,[A6A6I4] ====>
9137,2014-12-24,2080,[A6A6I4] ====>
9138,2014-12-24,2080,[A6A6I4] ====>
9139,2014-12-24,2080,[A6A6I4] ====>
9140,2014-12-24,2080,[A6A6I4] ====>
9141,2014-12-24,2080,[A6A6I4] ====>
9142,2014-12-24,2080,[A6A6I4] ====>
9143,2014-12-24,2080,[A6A6I4] ====>
9144,2014-12-24,2080,[A6A6I4] ====>
9145,2014-12-24,2080,[A6A6I4] ====>
9146,2014-12-24,2080,[A6A6I4] ====>
9147,2014-12-26,2082,[A6A6I4] ====>
9148,2014-12-26,2082,[A6A6I4] ====>
9149,2014-12-26,2082,[A6A6I4] ====>
9150,2014-12-26,2082,[???????]
9151,2014-12-26,2082,[A6A6I4] ====>
9152,2014-12-26,2082,[A6A6I4] ====>
9153,2014-12-26,2082,[A6A6I4] ====>
9154,2014-12-26,2082,[A6A6I4] ====>
9155,2014-12-26,2082,[A6A6I4] ====>
9156,2014-12-26,2082,[A6A6I4] ====>
9157,2014-12-26,2082,[A6A6I4] ====>
9158,2014-12-26,2082,[A6A6I4] ====>
9159,2014-12-26,2082,[A6A6I4] ====>
9160,2014-12-26,2082,[A6A6I4] ====>
9161,2014-12-26,2082,[A6A6I4] ====>
9162,2014-12-26,2082,[A6A6I4] ====>
9163,2014-12-26,2082,[A6A6I4] ====>
9164,2014-12-29,2085,[A6A6I4] ====>
9165,2014-12-29,2085,[A6A6I4] ====>
9166,2014-12-29,2085,[A6A6I4] ====>
9167,2014-12-29,2085,[A6A6I4] ====>
